#################################
#	File:   tl_localisation.csv
#	Author: Chris Saiko
#	Desc:   Toph's Laws Localisation File
#           Windows 1252 encoding
#################################

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#CODE;ENGLISH;;;;;;;;;;;;;x

#LAWS
#Imperial Usurpation
tl_impusurp_law;Imperial Usurpation;;;;;;;;;;;;;x
tl_impusurp_law_desc;This law determines the ability of the Emperor to be able to usurp non-viceroyal duchies at will.;;;;;;;;;;;;;x

tl_impusurp_law_0;Imperial Feudal Usurp Disallowed;;;;;;;;;;;;;x
tl_impusurp_law_0_desc;Imperial usurpation of any non-viceroyal duchies by the emperor is not allowed. The emperor may always return to this.;;;;;;;;;;;;;x
tl_impusurp_law_0_option;None;Aucune;Keine;;Ninguno;;;;;;;;;x
tl_senate_prov_law_0_option;None;;;;;;;;;;;;;x

tl_senate_prov_law_1;Imperial Province of Greece;;;;;;;;;;;;;x
tl_senate_prov_law_1_desc;The province of Greece is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_1_option;Greece;;;;;;;;;;;;;x

tl_senate_prov_law_2;Imperial Province of Epirus;;;;;;;;;;;;;x
tl_senate_prov_law_2_desc;The province of Epirus is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_2_option;Epirus;;;;;;;;;;;;;x

tl_senate_prov_law_3;Imperial Province of Sicily;;;;;;;;;;;;;x
tl_senate_prov_law_3_desc;The province of Sicily is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_3_option;Sicily;;;;;;;;;;;;;x

tl_senate_prov_law_4;Imperial Province of Italy;;;;;;;;;;;;;x
tl_senate_prov_law_4_desc;The province of Italy is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_4_option;Italy;;;;;;;;;;;;;x

tl_senate_prov_law_5;Imperial Province of Sardinia and Corsica;;;;;;;;;;;;;x
tl_senate_prov_law_5_desc;The province of Sardinia and Corsica is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_5_option;Sardinia;;;;;;;;;;;;;x

tl_senate_prov_law_6;Imperial Province of Baetica;;;;;;;;;;;;;x
tl_senate_prov_law_6_desc;The province of Baetica is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_6_option;Baetica;;;;;;;;;;;;;x

tl_senate_prov_law_7;Imperial Province of Africa;;;;;;;;;;;;;x
tl_senate_prov_law_7_desc;The province of Africa is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_7_option;Africa;;;;;;;;;;;;;x

tl_senate_prov_law_8;Imperial Province of Trebizond;;;;;;;;;;;;;x
tl_senate_prov_law_8_desc;The province of Trebizond is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_8_option;Trebizond;;;;;;;;;;;;;x

tl_senate_prov_law_9;Imperial Province of Anatolia;;;;;;;;;;;;;x
tl_senate_prov_law_9_desc;The province of Anatolia is established within the Imperial Senate.;;;;;;;;;;;;;x
tl_senate_prov_law_9_option;Anatolia;;;;;;;;;;;;;x


#LEGATES AUGUSTI
tl_legatus_law;Legates Augusti;;;;;;;;;;;;;x
tl_legatus_law_desc;The Legates Augusti were literally envoys of the Emperor, governors which oversaw a specific province of the Roman Empire.;;;;;;;;;;;;;x

tl_legatus_law_0;Legates Augusti Inactive;;;;;;;;;;;;;x
tl_legatus_law_0_desc;The Legates Augusti titles are inactive.;;;;;;;;;;;;;x
tl_legatus_law_0_option;None;;;;;;;;;;;;;x

tl_legatus_law_1;Legates Augusti Enabled;;;;;;;;;;;;;x
tl_legatus_law_1_desc;The Legates Augusti titles are enabled.;;;;;;;;;;;;;x
tl_legatus_law_1_option;Enable;;;;;;;;;;;;;x

#LEGATES AUGUSTI PROVINCES
tl_legatus_prov_law;Legates Augusti Provinces;;;;;;;;;;;;;x
tl_legatus_prov_law_desc;The Legates Augusti are selected from the provincial area to which they belong.;;;;;;;;;;;;;x

tl_legatus_prov_law_0;All Legates Augusti Provinces Inactive;;;;;;;;;;;;;x
tl_legatus_prov_law_0_desc;All Legates Augusti provinces are inactive.;;;;;;;;;;;;;x
tl_legatus_prov_law_0_option;None;;;;;;;;;;;;;x

tl_legatus_prov_law_1;Legatus Hispania;;;;;;;;;;;;;x
tl_legatus_prov_law_1_desc;The province of Hispania is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_1_option;Hispania;;;;;;;;;;;;;x

tl_legatus_prov_law_2;Legatus Gallia;;;;;;;;;;;;;x
tl_legatus_prov_law_2_desc;The province of Gallia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_2_option;Gallia;;;;;;;;;;;;;x

tl_legatus_prov_law_3;Legatus Aegyptus;;;;;;;;;;;;;x
tl_legatus_prov_law_3_desc;The province of Egypt is established within the Legates Augusti. After Marcus Antonius was defeated and Octavian rose to power, Egypt would forever be seen as a crucial asset to the Roman Empire, distinguishing it a bit above other Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_3_option;Egypt;;;;;;;;;;;;;x

tl_legatus_prov_law_4;Legatus Germania;;;;;;;;;;;;;x
tl_legatus_prov_law_4_desc;The province of Germania is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_4_option;Germania;;;;;;;;;;;;;x

tl_legatus_prov_law_5;Legatus Britannia;;;;;;;;;;;;;x
tl_legatus_prov_law_5_desc;The province of Britannia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_5_option;Britannia;;;;;;;;;;;;;x

tl_legatus_prov_law_6;Legatus Dalmatia;;;;;;;;;;;;;x
tl_legatus_prov_law_6_desc;The province of Dalmatia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_6_option;Dalmatia;;;;;;;;;;;;;x

tl_legatus_prov_law_7;Legatus Moesia;;;;;;;;;;;;;x
tl_legatus_prov_law_7_desc;The province of Moesia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_7_option;Moesia;;;;;;;;;;;;;x

tl_legatus_prov_law_8;Legatus Syria;;;;;;;;;;;;;x
tl_legatus_prov_law_8_desc;The province of Syria is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_8_option;Syria;;;;;;;;;;;;;x

tl_legatus_prov_law_9;Legatus Armenia;;;;;;;;;;;;;x
tl_legatus_prov_law_9_desc;The province of Armenia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_9_option;Armenia;;;;;;;;;;;;;x

tl_legatus_prov_law_10;Legatus Arabia;;;;;;;;;;;;;x
tl_legatus_prov_law_10_desc;The province of Arabia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_10_option;Arabia;;;;;;;;;;;;;x

tl_legatus_prov_law_11;Legatus Italia;;;;;;;;;;;;;x
tl_legatus_prov_law_11_desc;The province of Italia is established within the Legates Augusti.;;;;;;;;;;;;;x
tl_legatus_prov_law_11_option;Italia;;;;;;;;;;;;;x


#Blinding Punishment
tl_blind_law;Blinding Punishment;;;;;;;;;;;;;x
tl_blind_law_desc;This law determines the ability of those within the realm to utilize blinding as a punishment for crimes.;;;;;;;;;;;;;x

tl_blind_law_0;Blinding Disallowed;;;;;;;;;;;;;x
tl_blind_law_0_desc;Blinding may not be used as a punishment.;;;;;;;;;;;;;x
tl_blind_law_0_option;None;Aucune;Keine;;Ninguno;;;;;;;;;x

tl_blind_law_1;Partial Blinding Allowed;;;;;;;;;;;;;x
tl_blind_law_1_desc;Blinding of a single eye may be used as a punishment.;;;;;;;;;;;;;x
tl_blind_law_1_option;Partial;;;;;;;;;;;;;x

tl_blind_law_2;Full Blinding Allowed;;;;;;;;;;;;;x
tl_blind_law_2_desc;Full blinding may be used as a punishment.;;;;;;;;;;;;;x
tl_blind_law_2_option;Full;;;;;;;;;;;;;x

#Castration Punishment
tl_cast_law;Castrate Punishment;;;;;;;;;;;;;x
tl_cast_law_desc;This law determines the ability of those within the realm to utilize castration as a punishment for crimes.;;;;;;;;;;;;;x

tl_cast_law_0;Castration Disallowed;;;;;;;;;;;;;x
tl_cast_law_0_desc;Castration may not be used as a punishment.;;;;;;;;;;;;;x
tl_cast_law_0_option;None;Aucune;Keine;;Ninguno;;;;;;;;;x

tl_cast_law_1;Castration Allowed;;;;;;;;;;;;;x
tl_cast_law_1_desc;Castration may be used as a punishment.;;;;;;;;;;;;;x
tl_cast_law_1_option;Allowed;;;;;;;;;;;;;x

tl_vassal_partblind_decision;Partially Blind [Root.GetTitledFirstName];Aveugler [Root.Get_le_TitledFirstName];[Root.GetTitledFirstName] blenden;;Ciego [Root.GetTitledFirstName];;;;;;;;;x
tl_vassal_partblind_decision_desc;You may give the order to partially blind §Y[Root.GetFirstName]§!.;;;;;;;;;;;;;x

tl_vassal_blinding_decision;Blind Prisoner;Prisonnier aveugle;Blinder Gefangener;;Prisionero ciego;;;;;;;;;x
tl_vassal_blinding_decision_desc;You may give the order to permanently blind §Y[Root.GetFirstName]§!.;;;;;;;;;;;;;x

tl_vassal_castrate_decision;Castrate [Root.GetTitledFirstName];Castrer [Root.Get_le_TitledFirstName];[Root.GetTitledFirstName] kastrieren;;Castrado [Root.GetTitledFirstName];;;;;;;;;x
tl_vassal_castrate_decision_desc;You may give the order to castrate §Y[Root.GetFirstName]§! and turn him into a eunuch. He will be unable to sire more spawn or be granted landed titles, a severe punishment.;Vous pourriez donner l'ordre de castrer §Y[Root.GetFirstName]§! pour en faire un eunuque. Il serait incapable d'engendrer ou de recevoir des titres. Un s§v§re ch§timent.;Ihr k§nnt den Befehl zum Kastrieren von §Y[Root.GetFirstName]§! erteilen und ihn so in einen Eunuchen verwandeln. Er wird danach nicht l§nger in der Lage sein Erben zu zeugen oder Besitzt§mer zu erhalten. Eine wahrlich schwere Strafe.;;Puedes ordenar que castren a §Y[Root.GetFirstName]§! y convertirlo en eunuco. No podr§ tener m§s descendencia ni se le conceder§n t§tulos con tierras. Un castigo muy duro.;;;;;x

tl_vassal_probation_decision;Release on Probation;Lib§ration conditionnelle;Entlassung auf Bew§hrung;;Libertad condicional;;;;;;;;;x
tl_vassal_probation_decision_desc;[Root.GetTitledFirstName] is released on conditional 5 year probation. [Root.GetSheHe] will no longer plot against you.;;;;;;;;;;;;;x

# Override testing
vassal_blinding_decision;Blind Prisoner;Prisonnier aveugle;Blinder Gefangener;;Prisionero ciego;;;;;;;;;x

#Council Punishments Voting
tl_punish_voting_power1;Class I Punishment;;;;;;;;;;;;;x
tl_punish_voting_power1_desc;The Council's ability to vote on Class I Punishment decisions - probation, torture, and humiliation.;;;;;;;;;;;;;x

tl_punish_voting_power1_0;Class I Punishment Ruler Authority;;;;;;;;;;;;;x
tl_punish_voting_power1_0_desc;The Ruler has full authority on Class I punishments.;;;;;;;;;;;;;x
tl_punish_voting_power1_0_option;Ruler;;;;;;;;;;;;;x

tl_punish_voting_power1_1;Class I Punishment Committee;;;;;;;;;;;;;x
tl_punish_voting_power1_1_desc;The Council may vote on Class I punishments.;;;;;;;;;;;;;x
tl_punish_voting_power1_1_option;Council;;;;;;;;;;;;;x

tl_punish_voting_power2;Class II Punishment;;;;;;;;;;;;;x
tl_punish_voting_power2_desc;The Council's ability to influence Class II Punishment decisions - mutilation, blinding, and castration.;;;;;;;;;;;;;x

tl_punish_voting_power2_0;Class II Punishment Ruler Authority;;;;;;;;;;;;;x
tl_punish_voting_power2_0_desc;The Ruler has full authority on Class II punishments.;;;;;;;;;;;;;x
tl_punish_voting_power2_0_option;Ruler;;;;;;;;;;;;;x

tl_punish_voting_power2_1;Class II Punishment Committee;;;;;;;;;;;;;x
tl_punish_voting_power2_1_desc;The Council may vote on Class II punishments.;;;;;;;;;;;;;x
tl_punish_voting_power2_1_option;Council;;;;;;;;;;;;;x

tl_vassal_castrate_decision_voting;Castrate Prisoner (Non-Byz);;;;;;;;;;;;;x
tl_vassal_blinding_decision_voting;Blind Prisoner (Non-Byz);;;;;;;;;;;;;x
tl_vassal_partblind_decision_voting;Partially Blind Prisoner;;;;;;;;;;;;;x
vassal_castrate_decision_voting;Castrate Prisoner;;;;;;;;;;;;;x
vassal_blinding_decision_voting;Blind Prisoner;;;;;;;;;;;;;x
prisoner_mutilate_voting;Mutilate Prisoner;;;;;;;;;;;;;x
prisoner_torture_voting;Torture Prisoner;;;;;;;;;;;;;x
prisoner_humiliation_voting;Humiliate Prisoner;;;;;;;;;;;;;x
tl_vassal_probation_decision_voting;Prisoner Probation;;;;;;;;;;;;;x

#DECISIONS
#Imperial Usurpation (Feudal)
tl_imperial_usurp_f;Imperial Usurpation;;;;;;;;;;;;;x
tl_imperial_usurp_f_desc;Usurp the feudal title §Y[Root.GetFullBaseName]§! from §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#Imperial Usurpation (Republic)
tl_imperial_usurp_r;Imperial Usurpation;;;;;;;;;;;;;x
tl_imperial_usurp_r_desc;Usurp the republic title §Y[Root.GetFullBaseName]§! from §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#Imperial Usurpation (Theocracy)
tl_imperial_usurp_t;Imperial Usurpation;;;;;;;;;;;;;x
tl_imperial_usurp_t_desc;Usurp the theocractic title §Y[Root.GetFullBaseName]§! from §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#De Jure Edict
tl_djedict_title;De Jure Edict;;;;;;;;;;;;;x
tl_djedict_title_desc;The title §Y[Root.GetFullBaseName]§! from §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#Imperial De Jure Edict
tl_djedict_imperial;Imperial De Jure Edict;;;;;;;;;;;;;x
tl_djedict_imperial_desc;The title §Y[Root.GetFullBaseName]§! from §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#Republic De Jure Edict
tl_mredict_title;De Jure Edict;;;;;;;;;;;;;x
tl_mredict_title_desc;The title §Y[Root.GetFullBaseName]§! from §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#Bestow Born in the Purple
tl_best_purple;Bestow Born in the Purple;;;;;;;;;;;;;x
tl_best_purple_desc;Bestow the Born in the Purple trait on §Y[Root.Holder.GetFullName]§!.;;;;;;;;;;;;;x

#Deactivate Titular Title
tl_deact_title;Deactivate Title;;;;;;;;;;;;;x
tl_deact_title_desc;Deactivate the title §Y[Root.GetFullBaseName]§!.;;;;;;;;;;;;;x

#Imperial Trade Authority
tl_imperial_seize_trade_post;Seize Trade Post;;;;;;;;;;;;;x
tl_imperial_seize_trade_post_desc;The Emperor may seize a Trade Post within the realm, for direct use by the Empire.;;;;;;;;;;;;;x



#TEXT
tl_pattern_selfish_affects_me_pos_custom_tooltip;This affects me positively!;;;;;;;;;;;;;x
tl_pattern_selfish_affects_me_neg_custom_tooltip;This affects me negatively!;;;;;;;;;;;;;x
tl_kind_imprisoner_trait_chance_TT;A 25% chance to become §YKind§!;;;;;;;;;;;;;x

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Mending the Schism as a Catholic
tl_mend_great_schism;Mend the Great Schism;Mettre fin au Grand Schisme;Das Große Schisma heilen;;Reparar el Gran Cisma;;;;;;;;;x
tl_mend_great_schism_desc;The Great Schism saw the Christian Church divided into two branches, but if all five of the episcopal sees of the Pentarchy could be restored under Roman rule and the Catholic faith, there may be a chance to finally reunite Christendom.;L'Église chrétienne s'est vu divisée en deux lignées par le Grand Schisme, mais si la totalité des cinq sièges épiscopaux de la Pentarchie peut être restaurée sous l'autorité de Rome et de la foi catholique, il y a peut-être une chance de réunifier enfin la chrétienté tout entière;Das große Schisma sah die christliche Kirche in zwei Teile zerfallen, doch wenn alle fünf episkopalen Arme der Pentarchie wieder unter römischer Herrschaft und in katholischen Glauben vereint sind, besteht eine Chance, das Christentum wieder zu vereinen.;;El Gran Cisma dividió la Iglesia Cristiana en dos ramas, pero si las cinco sedes episcopales de la Pentarquía pueden ser recuperadas bajo el dominio romano y la fe católica, podría haber una oportunidad de reunir finalmente la cristiandad.;;;;;;;;;x

tl_mend_the_schism_holder_religion;Holder is §YCatholic§! and NOT a heretic\n;Le détenteur est de religion §Ycatholique§! et pas hérétique\n;Halter ist §YKatholisch§! und KEIN Ketzer\n;;Quien lo ostenta es §Ycatólico§! y no es hereje.\n;;;;;;;;;x

EVTOPTATL.200;God be praised!;Dieu soit loué !;Gepriesen sei Gott!;;¡Alabado sea dios!;;;;;;;;;x
EVTTOOLTIPTL.210;The Great Schism is mended and Christendom reunited.;Le Grand Schisme est terminé et toute la chrétienté est enfin réunifiée.;Das Große Schisma wurde geheilt und das Christentum wieder vereint.;;El Gran Cisma se remendó y se reunió cristiandad.;;;;;;;;;x
EVTNAMETL.210;The Great Schism Mended;La Fin du Grand Schisme;Das Große Schisma wurde geheilt;;El Gran Cisma reparado;;;;;;;;;x
EVTDESCTL.210;At last the Great Schism between the Western Catholic Church and the Eastern Orthodox Church has been mended. With the spread of Catholicism and the fall of the Pentarchy, the Orthodox faith now holds little sway over the people of Europe. There will be those who still cling to it, but they will be few in number and the Catholic Pope can finally claim universal rule over all of Christendom.;Enfin, le schisme entre l'Église catholique d'Occident et l'Église orthodoxe d'Orient est terminé. Avec l'expansion du catholicisme et l'effondrement de la Pentarchie, la foi orthodoxie n'a plus la même influence sur les peuples d'Europe. Il y aura ceux qui continueront à se rattacher à elle, mais ils seront peu nombreux, et l'autorité légitime de la Pentarchie s'imposera universellement sur l'ensemble de la chrétienté.;Endlich wurde das Große Schisma zwischen der westlichen katholischen Kirche und der östlichen orthodoxen Kirche geheilt. Mit der Ausbreitung Katholizismus und dem Zusammenbruch der Pentarchie, hat der orthodoxe Glaube nur noch geringen Einfluss auf die Einwohner Europas. Manche werden dem alten Glauben störrisch anhängen, aber es werden wenige sein. Die Pentarchie kann wieder behaupten, dass sie über alle Christen herrscht.;;Por fin, el Gran Cisma entre la Iglesia Católica Occidental y la Iglesia Ortodoxa Oriental ha sido reparado. Con la expansión del Catolicismo y colapso de la Pentarquía, la fe ortodoxa tiene ahora poca influencia sobre la gente en Europa. Habrá quienes todavía se aferren a ella, pero serán pocos en número y la  Pentarquía puede reclamar una vez más, el dominio universal sobre toda la cristiandad.;;;;;;;;;x
EVTOPTATL.211;If that's the way the wind is blowing...;Si c'est ainsi que le vent souffle...;Daher also weht der Wind ...;;Si esto es la dirección que el viento está soplando ...;;;;;;;;;x
EVTOPTBTL.211;I will never give up my faith!;Jamais je ne renierai ma foi !;Ich werde meinen Glauben niemals aufgeben!;;¡Nunca abandonaré mi fe!;;;;;;;;;x

#Vassal of another or holder
tl_vassalof;§Y[Root.Holder.GetFullName]§! is a direct vassal or the title holder;;;;;;;;;;;;;x

#Already de jure liege
tl_isdejureliege;§Y[Root.GetFullBaseName]§! is not a de jure vassal of §Y[From.PrimaryTitle.GetFullBaseName]§!;;;;;;;;;;;;;x


#BYZANTINE TITLES
tl_title_despot_muslim;Despot;Despote;Despot;;Déspota;;;;;;;;;x
tl_title_despot_muslim_desc;Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.;Le despote est le plus haut titre honorifique de l'Empire byzantin, après celui d'empereur. Seuls les proches parents, traditionnellement le fils aîné, peuvent en bénéficier.;Despot ist der höchste Ehrentitel im Byzantinischen Kaiserreich und untersteht nur dem Kaiser. Er kann nur engen Verwandten verliehen werden, traditionell dem ältesten Sohn.;;El título honorífico de déspota era el más importante del Imperio Bizantino después del de emperador. Puede otorgarse a los familiares cercanos, tradicionalmente al hijo mayor.;;;;;;;;;x

tl_title_sebastokrator_muslim;Sebastokrator;Sébastokrator;Sebastokrator;;Sebastocrátor;;;;;;;;;x
